Type of Permit,New Units Permitted,Net Units Permitted,Type of Dwelling Unit,Issued Date,Year Issued,Year Finaled,Urban Village Name,Urban Village Type,Neighborhood,Council District,Longitude,Latitude,GEOID20,Type of Dwelling Unit per Code
Construction Permit,0,-1,MIXED,10/11/2016 8:00,2016,2017,Outside Villages,Outside Villages,North,5,-122.3140918,47.73163511,5.30E+14,Apartment
Construction Permit,1,1,SF,5/26/2017 8:00,2017,2018,Outside Villages,Outside Villages,North,5,-122.313661,47.69201986,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/21/2006 8:00,2006,2017,Outside Villages,Outside Villages,North,5,-122.3136709,47.69382094,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,6/23/2016 8:00,2016,2018,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3472575,47.63066978,5.30E+14,Townhouse
Demolition Permit,0,-2,SF,6/23/2016 8:00,2016,2017,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3472575,47.63066978,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/13/2012 8:00,2012,2014,Outside Villages,Outside Villages,Northwest,5,-122.3135283,47.71411824,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,SF,11/8/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,5,-122.3135283,47.71411824,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,5/9/2012 8:00,2012,2012,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.35177,47.63059643,5.30E+14,"Accessory Dwelling, Attached"
Demolition Permit,0,-4,MF,1/13/2016 8:00,2016,2016,Capitol Hill,Urban Center Village,East,3,-122.3172272,47.6195254,5.30E+14,Townhouse
Construction Permit,1,1,SF,8/25/2014 8:00,2014,2016,23rd & Union-Jackson,Residential Urban Village,Central,3,-122.3121497,47.60214167,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/20/2011 8:00,2011,2012,23rd & Union-Jackson,Residential Urban Village,Central,3,-122.3105525,47.60239518,5.30E+14,Detached Single-Family
Construction Permit,64,64,MIXED,9/18/2015 8:00,2015,2017,Madison-Miller,Residential Urban Village,East,3,-122.3091494,47.61920846,5.30E+14,Apartment
Construction Permit,2,2,MIXED,11/3/2011 8:00,2011,2013,23rd & Union-Jackson,Residential Urban Village,Central,3,-122.3053278,47.602356,5.30E+14,Multifamily Ground Level Apartment
Construction Permit,2,2,MF,2/9/2012 8:00,2012,2014,Uptown,Urban Center,Magnolia/Queen Anne,7,-122.3532191,47.61933509,5.30E+14,Apartment
Construction Permit,1,1,MIXED,6/1/2016 8:00,2016,2018,First Hill,Urban Center Village,East,2,-122.320995,47.60247267,5.30E+14,Accessory Live/Work
Construction Permit,194,194,MIXED,6/1/2016 8:00,2016,2018,First Hill,Urban Center Village,East,2,-122.320995,47.60247267,5.30E+14,Apartment
Construction Permit,1,1,ADU,9/7/2016 8:00,2016,2017,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3542833,47.62872433,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,114,114,MF,3/23/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,5,-122.3569868,47.70344468,5.30E+14,Apartment
Demolition Permit,0,-1,SF,6/25/2014 8:00,2014,2015,Outside Villages,Outside Villages,Northwest,6,-122.3589715,47.68455345,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/25/2014 8:00,2014,2015,Outside Villages,Outside Villages,Northwest,6,-122.3589715,47.68455345,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/14/2012 8:00,2012,2014,Outside Villages,Outside Villages,Northwest,5,-122.3133816,47.71434936,5.30E+14,Detached Single-Family
Construction Permit,9,9,MIXED,8/12/2015 8:00,2015,2017,Lake City,Hub Urban Village,North,5,-122.2944619,47.7178672,5.30E+14,Accessory Live/Work
Construction Permit,1,1,SF,8/13/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,5,-122.3227221,47.71826681,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,12/15/2011 8:00,2011,2012,Outside Villages,Outside Villages,Northwest,5,-122.3227221,47.71826681,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,6/13/2013 8:00,2013,2015,Outside Villages,Outside Villages,North,5,-122.3111652,47.7216762,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/14/2014 8:00,2014,2014,Outside Villages,Outside Villages,North,5,-122.3111652,47.7216762,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/13/2014 8:00,2014,2015,Outside Villages,Outside Villages,North,5,-122.311161,47.72177384,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,11/15/2017 8:00,2017,2017,Outside Villages,Outside Villages,Northwest,6,-122.3567595,47.69018031,5.30E+14,Detached Single-Family
Construction Permit,110,110,MIXED,6/29/2016 8:00,2016,2018,South Lake Union,Urban Center,Lake Union,7,-122.3320671,47.62211654,5.30E+14,Apartment
Demolition Permit,0,-1,SF,3/13/2015 8:00,2015,2016,Outside Villages,Outside Villages,North,5,-122.2961627,47.73211864,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,9/2/2016 8:00,2016,2017,Outside Villages,Outside Villages,North,5,-122.294152,47.73210022,5.30E+14,Apartment
Construction Permit,1,1,ADU,3/27/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,5,-122.3305734,47.73246569,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,8,8,MIXED,5/3/2014 8:00,2014,2015,23rd & Union-Jackson,Residential Urban Village,East,3,-122.3137923,47.60189805,5.30E+14,Apartment
Demolition Permit,0,-2,MF,6/12/2006 8:00,2006,2017,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3403953,47.70530927,5.30E+14,Multifamily Non-Ground Level Dwelling
Construction Permit,4,4,MIXED,2/22/2014 8:00,2014,2014,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3752498,47.65429158,5.30E+14,Apartment
Construction Permit,7,7,MF,2/22/2014 8:00,2014,2015,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3752498,47.65429158,5.30E+14,Apartment
Construction Permit,1,1,MF,2/27/2014 8:00,2014,2015,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3752498,47.65429158,5.30E+14,Apartment
Construction Permit,1,1,ADU,3/14/2011 8:00,2011,2011,Outside Villages,Outside Villages,Northwest,5,-122.3399124,47.72288029,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,158,158,MIXED,4/24/2015 8:00,2015,2017,South Lake Union,Urban Center,Magnolia/Queen Anne,7,-122.341513,47.63211041,5.30E+14,Apartment
Construction Permit,1,1,SF,8/19/2015 8:00,2015,2016,Outside Villages,Outside Villages,Northwest,5,-122.3737101,47.72088814,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/8/2018 8:00,2018,2019,Outside Villages,Outside Villages,Northwest,5,-122.3545986,47.73294281,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,3/8/2018 8:00,2018,2019,Outside Villages,Outside Villages,Northwest,5,-122.3545986,47.73294281,5.30E+14,Townhouse
Construction Permit,1,1,SF,1/11/2016 8:00,2016,2018,Outside Villages,Outside Villages,Central,3,-122.2934368,47.61384322,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/23/2016 8:00,2016,2017,23rd & Union-Jackson,Residential Urban Village,Central,3,-122.3119624,47.5985208,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,9/23/2016 8:00,2016,2016,23rd & Union-Jackson,Residential Urban Village,Central,3,-122.3119624,47.5985208,5.30E+14,Demolition Only
Construction Permit,1,1,DADU,4/1/2015 8:00,2015,2016,Outside Villages,Outside Villages,Northwest,5,-122.3533725,47.73382366,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,4/28/2014 8:00,2014,2014,Outside Villages,Outside Villages,Northwest,5,-122.3519489,47.72204684,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/5/2013 8:00,2013,2015,Outside Villages,Outside Villages,North,5,-122.3112025,47.72204209,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,12/2/2013 8:00,2013,2014,Outside Villages,Outside Villages,North,5,-122.2811843,47.72224985,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,6/3/2013 8:00,2013,2014,Outside Villages,Outside Villages,North,5,-122.3187136,47.72252068,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/7/2009 8:00,2009,2012,Outside Villages,Outside Villages,North,5,-122.3116055,47.72238798,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,5/9/2017 8:00,2017,2018,Outside Villages,Outside Villages,North,5,-122.3007304,47.72275218,5.30E+14,"Accessory Dwelling, Detached"
Demolition Permit,0,-1,SF,1/7/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northwest,5,-122.3525461,47.7229495,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/7/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northwest,5,-122.3525461,47.7229495,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/13/2014 8:00,2014,2014,Outside Villages,Outside Villages,Central,3,-122.2959266,47.61398541,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/29/2012 8:00,2012,2013,Outside Villages,Outside Villages,Central,3,-122.3072564,47.61398057,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/29/2012 8:00,2012,2013,Outside Villages,Outside Villages,Central,3,-122.3069848,47.61398072,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,11/30/2011 8:00,2011,2012,Outside Villages,Outside Villages,Northwest,5,-122.3356898,47.73358187,5.30E+14,"Accessory Dwelling, Attached"
Demolition Permit,0,-1,SF,9/10/2007 8:00,2007,2017,Outside Villages,Outside Villages,North,5,-122.3094369,47.73338543,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,7/12/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northwest,5,-122.3292357,47.72583779,5.30E+14,Accessory Live/Work
Construction Permit,4,4,MIXED,1/4/2011 8:00,2011,2012,University Campus,Urban Center Village,Northeast,4,-122.31412,47.65574199,5.30E+14,Apartment
Construction Permit,1,1,MIXED,1/4/2011 8:00,2011,2012,University Campus,Urban Center Village,Northeast,4,-122.31412,47.65574199,5.30E+14,Congregate Housing
Construction Permit,6,6,MF,11/15/2016 8:00,2016,2018,Outside Villages,Outside Villages,Central,3,-122.2983448,47.61999583,5.30E+14,Rowhouse
Demolition Permit,0,-2,MF,11/15/2016 8:00,2016,2017,Outside Villages,Outside Villages,Central,3,-122.2983448,47.61999583,5.30E+14,Townhouse
Construction Permit,3,3,MF,6/1/2015 8:00,2015,2018,Outside Villages,Outside Villages,Greater Duwamish,2,-122.313602,47.59046111,5.30E+14,Townhouse
Construction Permit,1,1,SF,1/10/2015 8:00,2015,2015,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3148415,47.55504228,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,8/3/2016 8:00,2016,2018,Outside Villages,Outside Villages,Northwest,5,-122.359336,47.73146247,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,2/17/2012 8:00,2012,2012,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3435514,47.73153459,5.30E+14,Townhouse
Construction Permit,1,1,SF,5/21/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,5,-122.3563549,47.73162704,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,SF,8/29/2014 8:00,2014,2016,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3142385,47.5906101,5.30E+14,Detached Single-Family
Construction Permit,170,170,MIXED,11/7/2016 8:00,2016,2018,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3473474,47.7265533,5.30E+14,Apartment
Construction Permit,2,2,MF,5/23/2015 8:00,2015,2016,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3152732,47.59070129,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,6/25/2014 8:00,2014,2015,Wallingford,Residential Urban Village,Lake Union,4,-122.3408708,47.66123894,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,7/12/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northwest,5,-122.3292357,47.72583779,5.30E+14,Detached Single-Family
Construction Permit,2,2,SF,7/12/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northwest,5,-122.3292357,47.72583779,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,7/12/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northwest,5,-122.3292357,47.72583779,5.30E+14,Townhouse
Construction Permit,1,1,SF,9/6/2012 8:00,2012,2013,Outside Villages,Outside Villages,Southwest,1,-122.3857865,47.59096665,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/15/2015 8:00,2015,2017,Outside Villages,Outside Villages,Northwest,5,-122.329718,47.72586333,5.30E+14,Townhouse
Construction Permit,1,1,SF,11/11/2017 8:00,2017,2019,Outside Villages,Outside Villages,North,5,-122.2840673,47.73021318,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/24/2011 8:00,2011,2012,Outside Villages,Outside Villages,North,5,-122.296184,47.73052587,5.30E+14,None
Demolition Permit,0,-4,MF,4/9/2009 8:00,2009,2022,Outside Villages,Outside Villages,North,5,-122.2912371,47.73058802,5.30E+14,Multifamily Non-Ground Level Dwelling
Construction Permit,3,3,MF,6/18/2009 8:00,2009,2011,Outside Villages,Outside Villages,North,5,-122.2912371,47.73058802,5.30E+14,Multifamily Ground Level Townhouse
Construction Permit,2,2,MF,6/18/2009 8:00,2009,2011,Outside Villages,Outside Villages,North,5,-122.2915403,47.73060376,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,6/13/2015 8:00,2015,2017,Lake City,Hub Urban Village,North,5,-122.29429,47.7182389,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,6/13/2015 8:00,2015,2017,Lake City,Hub Urban Village,North,5,-122.2942746,47.71834885,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/7/2017 8:00,2017,2018,Outside Villages,Outside Villages,North,5,-122.313673,47.69184,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,MF,10/22/2007 8:00,2007,2017,Lake City,Hub Urban Village,North,5,-122.2983943,47.71838246,5.30E+14,Multifamily Ground Level Apartment
Construction Permit,1,1,SF,4/10/2008 8:00,2008,2011,Outside Villages,Outside Villages,Northwest,5,-122.3142157,47.71871443,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/26/2007 8:00,2007,2011,Outside Villages,Outside Villages,North,5,-122.2890294,47.71842337,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,11/26/2007 8:00,2007,2011,Outside Villages,Outside Villages,North,5,-122.2890294,47.71842337,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/29/2012 8:00,2012,2013,Outside Villages,Outside Villages,Central,3,-122.3072615,47.61389626,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/29/2012 8:00,2012,2013,Outside Villages,Outside Villages,Central,3,-122.3069774,47.61389656,5.30E+14,Detached Single-Family
Construction Permit,3,3,MIXED,2/28/2017 8:00,2017,2018,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3437374,47.73298963,5.30E+14,Apartment
Construction Permit,1,1,DADU,1/10/2015 8:00,2015,2016,Outside Villages,Outside Villages,North,5,-122.3080139,47.73288507,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,1/10/2015 8:00,2015,2016,Outside Villages,Outside Villages,North,5,-122.3080139,47.73288507,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,8/21/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northwest,5,-122.35274,47.73310614,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,9/15/2015 8:00,2015,2017,Outside Villages,Outside Villages,Northwest,5,-122.3299313,47.72586165,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/22/2011 8:00,2011,2012,Outside Villages,Outside Villages,Northwest,5,-122.3546873,47.72061215,5.30E+14,Detached Single-Family
Demolition Permit,0,-4,MF,3/31/2010 8:00,2010,2011,Lake City,Hub Urban Village,North,5,-122.2910584,47.72041836,5.30E+14,Multifamily Ground Level Apartment
Construction Permit,86,86,MF,5/6/2010 8:00,2010,2011,Lake City,Hub Urban Village,North,5,-122.2921299,47.72032874,5.30E+14,Multifamily Ground Level Apartment
Construction Permit,36,36,MIXED,4/8/2014 8:00,2014,2018,Outside Villages,Outside Villages,North,5,-122.3122851,47.72066061,5.30E+14,Apartment
Construction Permit,266,266,MIXED,10/13/2011 8:00,2011,2013,Ballard,Hub Urban Village,Ballard,6,-122.3745822,47.66914838,5.30E+14,Apartment
Demolition Permit,0,-1,SF,5/29/2012 8:00,2012,2013,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3472334,47.73073625,5.30E+14,Detached Single-Family
Construction Permit,178,178,MIXED,5/29/2012 8:00,2012,2013,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3472334,47.73073625,5.30E+14,Apartment
Demolition Permit,0,-1,SF,4/1/2014 8:00,2014,2015,Outside Villages,Outside Villages,Northwest,5,-122.3604835,47.73073471,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,7/24/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,5,-122.3604835,47.73073471,5.30E+14,Detached Single-Family
Construction Permit,7,7,MF,1/20/2016 8:00,2016,2017,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3437961,47.73249308,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,1/20/2016 8:00,2016,2016,Bitter Lake Village,Hub Urban Village,Northwest,5,-122.3437961,47.73249308,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,MIXED,10/2/2013 8:00,2013,2015,Outside Villages,Outside Villages,Northwest,5,-122.355895,47.73255808,5.30E+14,Demolition Only
Construction Permit,6,6,MIXED,10/8/2013 8:00,2013,2015,Outside Villages,Outside Villages,Northwest,5,-122.355895,47.73255808,5.30E+14,Accessory Live/Work
Construction Permit,39,39,MIXED,10/8/2013 8:00,2013,2015,Outside Villages,Outside Villages,Northwest,5,-122.355895,47.73255808,5.30E+14,Apartment
Construction Permit,1,1,SF,11/1/2016 8:00,2016,2018,Outside Villages,Outside Villages,Northwest,5,-122.3354574,47.73263294,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,7/26/2013 8:00,2013,2013,Outside Villages,Outside Villages,Central,3,-122.3078232,47.61393074,5.30E+14,Apartment
Construction Permit,1,1,SF,2/12/2013 8:00,2013,2013,Ballard,Hub Urban Village,Ballard,6,-122.3766845,47.67030834,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/12/2013 8:00,2013,2014,Ballard,Hub Urban Village,Ballard,6,-122.3767311,47.67394229,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,7/27/2017 8:00,2017,2018,Outside Villages,Outside Villages,Greater Duwamish,2,-122.3118627,47.58960757,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,6/25/2014 8:00,2014,2015,Wallingford,Residential Urban Village,Lake Union,4,-122.341434,47.66088293,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/17/2011 8:00,2011,2011,Crown Hill,Residential Urban Village,Northwest,5,-122.3735537,47.69440271,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/19/2012 8:00,2012,2013,Ballard,Hub Urban Village,Ballard,6,-122.3781672,47.67424517,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/19/2016 8:00,2016,2017,Ballard,Hub Urban Village,Ballard,6,-122.3781128,47.67296548,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/19/2016 8:00,2016,2017,Ballard,Hub Urban Village,Ballard,6,-122.3781178,47.67289339,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/19/2016 8:00,2016,2017,Ballard,Hub Urban Village,Ballard,6,-122.3781173,47.67280706,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/21/2015 8:00,2015,2016,Madison-Miller,Residential Urban Village,Central,3,-122.3052084,47.61586631,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,3/28/2012 8:00,2012,2012,Outside Villages,Outside Villages,East,3,-122.2775811,47.63394596,5.30E+14,Apartment
Construction Permit,1,1,MF,1/3/2014 8:00,2014,2015,Capitol Hill,Urban Center Village,East,3,-122.3106568,47.61950857,5.30E+14,Apartment
Construction Permit,1,1,SF,12/20/2012 8:00,2012,2014,Outside Villages,Outside Villages,Central,3,-122.310667,47.61009073,5.30E+14,Detached Single-Family
